allgemeineliter00jahrgoog	1846	Tesseract 4.0
allgemeineliter00schugoog	1829	Tesseract 4.0
allgemeineliter01goog	1833	Tesseract 4.0
allgemeineliter05jahrgoog	1828	Tesseract 4.0
allgemeineliter10unkngoog	1837	Tesseract 4.0
allgemeineliter115unkngoog	1837	Tesseract 4.0
allgemeineliter136unkngoog	1841	Tesseract 4.0
allgemeineliter13jahrgoog	1840	Tesseract 4.0
allgemeineliter13unkngoog	1832	Tesseract 4.0
allgemeineliter152unkngoog	1808	Tesseract 4.0
allgemeineliter15jahrgoog	1830	Tesseract 4.0
allgemeineliter161unkngoog	1831	Tesseract 4.0
allgemeineliter162unkngoog	1832	Tesseract 4.0
allgemeineliter163unkngoog	1837	Tesseract 4.0
allgemeineliter16unkngoog	1831	Tesseract 4.0
allgemeineliter170unkngoog	1836	Tesseract 4.0
allgemeineliter181unkngoog	1833	Tesseract 4.0
allgemeineliter183unkngoog	1828	Tesseract 4.0
allgemeineliter186unkngoog	1809	Tesseract 4.0
allgemeineliter196unkngoog	1837	Tesseract 4.0
allgemeineliter201unkngoog	1846	Tesseract 4.0
allgemeineliter208unkngoog	1832	Tesseract 4.0
allgemeineliter211unkngoog	1833	Tesseract 4.0
allgemeineliter216unkngoog	1830	Tesseract 4.0
allgemeineliter226unkngoog	1838	Tesseract 4.0
allgemeineliter23unkngoog	1842	Tesseract 4.0
allgemeineliter245unkngoog	1835	Tesseract 4.0
allgemeineliter24unkngoog	1831	Tesseract 4.0
allgemeineliter253unkngoog	1848	Tesseract 4.0
allgemeineliter262unkngoog	1830	Tesseract 4.0
allgemeineliter276unkngoog	1830	Tesseract 4.0
allgemeineliter297unkngoog	1807	Tesseract 4.0
allgemeineliter298unkngoog	1829	Tesseract 4.0
allgemeineliter30unkngoog	1840	Tesseract 4.0
allgemeineliter32unkngoog	1835	Tesseract 4.0
allgemeineliter33unkngoog	1837	Tesseract 4.0
allgemeineliter34unkngoog	1835	Tesseract 4.0
allgemeineliter355unkngoog	1839	Tesseract 4.0
allgemeineliter42unkngoog	1842	Tesseract 4.0
allgemeineliter43unkngoog	1833	Tesseract 4.0
allgemeineliter46unkngoog	1842	Tesseract 4.0
allgemeineliter48unkngoog	1834	Tesseract 4.0
allgemeineliter55unkngoog	1838	Tesseract 4.0
allgemeineliter64unkngoog	1829	Tesseract 4.0
allgemeineliter66unkngoog	1833	Tesseract 4.0
allgemeineliter77unkngoog	1846	Tesseract 4.0
allgemeineliter82unkngoog	1835	Tesseract 4.0
allgemeineliter83unkngoog	1838	Tesseract 4.0
allgemeineliter96unkngoog	1838	Tesseract 4.0
allgemeinelitera1845unse	1845	Tesseract 4.0
allgemeinelitera1847unse	1847	Tesseract 4.0
bsb10501962	1785	Tesseract 4.0
bsb10501963	1785	Tesseract 4.0
bsb10501964	1785	Tesseract 4.0
bsb10501965	1785	Tesseract 4.0
bsb10501966	1786	Tesseract 4.0
bsb10501967	1786	Tesseract 4.0
bsb10501968	1786	Tesseract 4.0
bsb10501969	1786	Tesseract 4.0
bsb10501970	1786	Tesseract 4.0
bsb10501971	1787	Tesseract 4.0
bsb10501972	1787	Tesseract 4.0
bsb10501973	1787	Tesseract 4.0
bsb10501974	1787	Tesseract 4.0
bsb10501975	1788	Tesseract 4.0
bsb10501976	1788	Tesseract 4.0
bsb10501977	1788	Tesseract 4.0
bsb10501978	1788	Tesseract 4.0
bsb10501979	1789	Tesseract 4.0
bsb10501980	1789	Tesseract 4.0
bsb10501981	1789	Tesseract 4.0
bsb10501982	1789	Tesseract 4.0
bsb10501983	1790	Tesseract 4.0
bsb10501984	1790	Tesseract 4.0
bsb10501985	1790	Tesseract 4.0
bsb10501986	1791	Tesseract 4.0
bsb10501987	1791	Tesseract 4.0
bsb10501988	1791	Tesseract 4.0
bsb10501989	1791	Tesseract 4.0
bsb10501990	1791	Tesseract 4.0
bsb10501991	1792	Tesseract 4.0
bsb10501992	1792	Tesseract 4.0
bsb10501993	1792	Tesseract 4.0
bsb10501994	1792	Tesseract 4.0
bsb10501995	1793	Tesseract 4.0
bsb10501996	1793	Tesseract 4.0
bsb10501997	1794	Tesseract 4.0
bsb10501998	1794	Tesseract 4.0
bsb10501999	1794	Tesseract 4.0
bsb10502000	1795	Tesseract 4.0
bsb10502001	1795	Tesseract 4.0
bsb10502002	1795	Tesseract 4.0
bsb10502003	1795	Tesseract 4.0
bsb10502004	1795	Tesseract 4.0
bsb10502005	1796	Tesseract 4.0
bsb10502006	1796	Tesseract 4.0
bsb10502007	1796	Tesseract 4.0
bsb10502008	1796	Tesseract 4.0
bsb10502009	1797	Tesseract 4.0
bsb10502010	1797	Tesseract 4.0
bsb10502011	1797	Tesseract 4.0
bsb10502012	1797	Tesseract 4.0
bsb10502013	1798	Tesseract 4.0
bsb10502014	1798	Tesseract 4.0
bsb10502015	1798	Tesseract 4.0
bsb10502016	1798	Tesseract 4.0
bsb10502017	1800	Google (internal)
bsb10502018	1800	Google (internal)
bsb10502019	1800	Google (internal)
bsb10502020	1800	Google (internal)
bsb10502021	1801	Google (internal)
bsb10502022	1801	Google (internal)
bsb10502023	1801	Google (internal)
bsb10502024	1801	Google (internal)
bsb10502025	1802	Google (internal)
bsb10502026	1802	Google (internal)
bsb10502027	1802	Google (internal)
bsb10502028	1802	Google (internal)
bsb10502029	1803	Google (internal)
bsb10502030	1803	Google (internal)
bsb10502031	1803	Google (internal)
bsb10502032	1803	Google (internal)
bsb10502033	1804	Google (internal)
bsb10502034	1804	Google (internal)
bsb10502035	1804	Google (internal)
bsb10502036	1804	Google (internal)
bsb10502037	1805	Google (internal)
bsb10502038	1805	Google (internal)
bsb10502039	1805	Google (internal)
bsb10502040	1805	Google (internal)
bsb10502041	1806	Google (internal)
bsb10502042	1806	Google (internal)
bsb10502043	1806	Google (internal)
bsb10502044	1806	Google (internal)
bsb10502045	1811	Google (internal)
bsb10502046	1811	Google (internal)
bsb10502047	1811	Google (internal)
bsb10502048	1812	Google (internal)
bsb10502049	1812	Google (internal)
bsb10502050	1812	Google (internal)
bsb10502051	1813	Google (internal)
bsb10502052	1813	Google (internal)
bsb10502054	1814	Google (internal)
bsb10502055	1814	Google (internal)
bsb10502056	1814	Google (internal)
bsb10502057	1814	Google (internal)
bsb10502058	1815	Google (internal)
bsb10502059	1815	Google (internal)
bsb10502060	1815	Google (internal)
bsb10502061	1815	Google (internal)
bsb10502062	1816	Google (internal)
bsb10502063	1816	Google (internal)
bsb10502064	1816	Google (internal)
bsb10502065	1816	Google (internal)
bsb10502066	1817	Google (internal)
bsb10502067	1817	Google (internal)
bsb10502068	1817	Google (internal)
bsb10502069	1817	Google (internal)
bsb10502070	1818	Google (internal)
bsb10502071	1818	Google (internal)
bsb10502072	1818	Google (internal)
bsb10502073	1818	Google (internal)
bsb10502074	1819	Google (internal)
bsb10502075	1819	Google (internal)
bsb10502076	1819	Google (internal)
bsb10502077	1819	Google (internal)
bsb10502078	1820	Google (internal)
bsb10502079	1820	Google (internal)
bsb10502080	1820	Google (internal)
bsb10502081	1820	Google (internal)
bsb10502082	1821	Google (internal)
bsb10502083	1821	Google (internal)
bsb10502084	1821	Google (internal)
bsb10502085	1822	Google (internal)
bsb10502087	1823	Google (internal)
bsb10502088	1823	Google (internal)
bsb10502091	1825	Google (internal)
bsb10502092	1825	Google (internal)
bsb10502093	1825	Google (internal)
bsb10502094	1826	Google (internal)
bsb10502095	1826	Google (internal)
bsb10502096	1826	Google (internal)
bsb10628808	1793	Tesseract 4.0
bsb10628809	1793	Tesseract 4.0
bsb10628810	1799	Tesseract 4.0
bsb10628811	1799	Tesseract 4.0
bsb10628812	1799	Tesseract 4.0
bsb10628813	1799	Tesseract 4.0
bub_gb__ClRAAAAYAAJ	1836	Tesseract 4.0
bub_gb_3tTjAAAAMAAJ	1827	Tesseract 4.0
bub_gb_7R44AAAAMAAJ	1843	Tesseract 4.0
bub_gb_aDI4AAAAMAAJ	1830	Tesseract 4.0
bub_gb_BB04AAAAMAAJ	1831	Tesseract 4.0
bub_gb_BdCEAAAAIAAJ	1829	Tesseract 4.0
bub_gb_ByBRAAAAYAAJ	1809	Tesseract 4.0
bub_gb_cCQ4AAAAMAAJ	1834	Tesseract 4.0
bub_gb_Chg4AAAAMAAJ	1839	Tesseract 4.0
bub_gb_cR44AAAAMAAJ	1832	Tesseract 4.0
bub_gb_fCg4AAAAMAAJ	1835	Tesseract 4.0
bub_gb_fSM4AAAAMAAJ	1834	Tesseract 4.0
bub_gb_Fy9RAAAAYAAJ	1844	Tesseract 4.0
bub_gb_gR5RAAAAYAAJ	1849	Tesseract 4.0
bub_gb_Hig4AAAAMAAJ	1834	Tesseract 4.0
bub_gb_-hk4AAAAMAAJ	1841	Tesseract 4.0
bub_gb_lyFRAAAAYAAJ	1810	Tesseract 4.0
bub_gb_MSlRAAAAYAAJ	1807	Tesseract 4.0
bub_gb_M-XjAAAAMAAJ	1824	Tesseract 4.0
bub_gb_mxs4AAAAMAAJ	1841	Tesseract 4.0
bub_gb_NhI4AAAAMAAJ	1810	Tesseract 4.0
bub_gb_nNXjAAAAMAAJ	1827	Tesseract 4.0
bub_gb_NtXjAAAAMAAJ	1827	Tesseract 4.0
bub_gb_ogs4AAAAMAAJ	1808	Tesseract 4.0
bub_gb_ohI4AAAAMAAJ	1824	Tesseract 4.0
bub_gb_PRU4AAAAMAAJ	1838	Tesseract 4.0
bub_gb_Pww4AAAAMAAJ	1808	Tesseract 4.0
bub_gb_Qiw4AAAAMAAJ	1836	Tesseract 4.0
bub_gb_qsaEAAAAIAAJ	1843	Tesseract 4.0
bub_gb_quXjAAAAMAAJ	1824	Tesseract 4.0
bub_gb_rzA4AAAAMAAJ	1840	Tesseract 4.0
bub_gb_s4crAAAAYAAJ	1845	Tesseract 4.0
bub_gb_sBE4AAAAMAAJ	1810	Tesseract 4.0
bub_gb_t9fjAAAAMAAJ	1807	Tesseract 4.0
bub_gb_uhE4AAAAMAAJ	1824	Tesseract 4.0
bub_gb_whY4AAAAMAAJ	1829	Tesseract 4.0
bub_gb_wokFAAAAQAAJ	1834	Tesseract 4.0
bub_gb_Wx04AAAAMAAJ	1832	Tesseract 4.0
bub_gb_XdzjAAAAMAAJ	1809	Tesseract 4.0
bub_gb_Yxg4AAAAMAAJ	1839	Tesseract 4.0
bub_gb_zDQ4AAAAMAAJ	1828	Tesseract 4.0
bub_gb_ZRs4AAAAMAAJ	1831	Tesseract 4.0
bub_gb_ZTQ4AAAAMAAJ	1828	Tesseract 4.0
